Bandstructure_0@BandasGB3E.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.509596e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
4.5000e-01  -1.4783e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.4762e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.4741e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.4718e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -1.4695e+01   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -1.4673e+01   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -1.4651e+01   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -1.4632e+01   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -1.4615e+01   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -1.4601e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.4591e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.4588e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 5
x           Energy / eV  Fractional k-point
0.0000e+00  -1.4430e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.4429e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.4426e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.4420e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.4412e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.4401e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.4389e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.4374e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.4357e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.4339e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.4319e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.4298e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.4276e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
