Bandstructure_0@BandasGB3.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.555158e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
9.0000e-01  -1.3506e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.3493e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.3491e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 13
x           Energy / eV  Fractional k-point
0.0000e+00  -1.3311e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.3310e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.3307e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.3302e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.3297e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.3316e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.3323e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.3351e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.3383e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.3417e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.3452e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.3489e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.3524e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -1.3557e+01   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -1.3537e+01   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -1.3512e+01   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -1.3487e+01   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -1.3464e+01   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -1.3476e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.3487e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.3489e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 14
x           Energy / eV  Fractional k-point
